Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2002-07-01 00:00:00+05:30,14.301542156157737,14.910566512292567,14.070534358235603,14.616555213928223,847376,0.0,0.0
2002-07-02 00:00:00+05:30,14.070533286225404,14.952567114117763,14.070533286225404,14.910565376281738,676474,0.0,0.0
2002-07-03 00:00:00+05:30,15.12057428988345,15.12057428988345,14.67955776198389,14.763561248779297,574661,0.0,0.0
2002-07-04 00:00:00+05:30,15.015573312913387,15.225580274555508,14.805564573494754,15.120575904846191,1148300,0.0,0.0
2002-07-05 00:00:00+05:30,14.721559824664977,14.88956680189955,14.280543287200585,14.364546775817871,903273,0.0,0.0
2002-07-08 00:00:00+05:30,14.38554776019664,14.574555622738886,14.175540801815076,14.28054428100586,572054,0.0,0.0
2002-07-09 00:00:00+05:30,14.406548719702167,14.427548703259223,14.049534777021123,14.091536521911621,657548,0.0,0.0
2002-07-10 00:00:00+05:30,14.364546995921947,14.469550469414314,14.007533052716232,14.049534797668457,840243,0.0,0.0
2002-07-11 00:00:00+05:30,14.28054176791296,14.28054176791296,13.650517448087111,13.692519187927246,1105675,0.0,0.0
2002-07-12 00:00:00+05:30,13.944530925459157,13.944530925459157,13.419510872877492,13.482514381408691,1212941,0.0,0.0
2002-07-15 00:00:00+05:30,13.440510782610515,13.587515985962323,13.293504690370604,13.356507301330566,613201,0.0,0.0
2002-07-16 00:00:00+05:30,12.999493402770717,13.440510790873475,12.999493402770717,13.335506439208984,490166,0.0,0.0
2002-07-17 00:00:00+05:30,13.27250487559863,13.419510090641603,13.041496172594998,13.12549877166748,490399,0.0,0.0
2002-07-18 00:00:00+05:30,13.482513525327152,13.545515252081563,13.230503062756835,13.272504806518555,246819,0.0,0.0
2002-07-19 00:00:00+05:30,13.398510037803714,13.419510020796404,13.230503062756835,13.272504806518555,273717,0.0,0.0
2002-07-22 00:00:00+05:30,13.356509287933235,13.39851103482041,13.020496201724075,13.209503173828125,430722,0.0,0.0
2002-07-23 00:00:00+05:30,13.230503227224231,13.230503227224231,12.831487545415932,13.06249713897705,485732,0.0,0.0
2002-07-24 00:00:00+05:30,13.104499910223467,13.104499910223467,12.81048856608393,12.936492919921875,250128,0.0,0.0
2002-07-25 00:00:00+05:30,13.230502244146628,13.440510949961368,13.08349615007631,13.104497909545898,393443,0.0,0.0
2002-07-26 00:00:00+05:30,12.85249044888401,13.020496552064992,12.663483471694372,12.8104887008667,437573,0.0,0.0
2002-07-29 00:00:00+05:30,13.230504403263284,13.230504403263284,12.705485219711683,12.8104887008667,491284,0.0,0.0
2002-07-30 00:00:00+05:30,13.230504348540196,13.230504348540196,12.747486915003726,12.7894868850708,467602,0.0,0.0
2002-07-31 00:00:00+05:30,12.810487450389342,13.27250485570407,12.30646741226907,13.167500495910645,948395,0.0,0.0
2002-08-01 00:00:00+05:30,13.020495702047196,13.062497447322505,12.558478281795212,12.705484390258789,616734,0.0,0.0
2002-08-02 00:00:00+05:30,12.642480904454889,12.726484395145022,12.516476557307891,12.663482666015625,280372,0.0,0.0
2002-08-05 00:00:00+05:30,12.726486233222875,12.810489736045577,12.642482730400173,12.684484481811523,132945,0.0,0.0
2002-08-06 00:00:00+05:30,12.747485158385317,12.747485158385317,12.558477319134683,12.600478172302246,270422,0.0,0.0
2002-08-07 00:00:00+05:30,12.789485122664747,12.831486864720443,12.516475577078987,12.600478172302246,294814,0.0,0.0
2002-08-08 00:00:00+05:30,12.747485158385317,12.747485158385317,12.537476448106835,12.600478172302246,182438,0.0,0.0
2002-08-09 00:00:00+05:30,12.579478190162531,12.68448165641364,12.537476448106835,12.600478172302246,225134,0.0,0.0
2002-08-12 00:00:00+05:30,12.600479138182319,12.726484374008242,12.516476536519903,12.705484390258789,165155,0.0,0.0
2002-08-13 00:00:00+05:30,12.663483571479722,12.810488801810415,12.600480060069042,12.74748706817627,70647,0.0,0.0
2002-08-14 00:00:00+05:30,12.663483519007281,12.810488748728844,12.663483519007281,12.726485252380371,82282,0.0,0.0
2002-08-15 00:00:00+05:30,12.726485252380371,12.726485252380371,12.726485252380371,12.726485252380371,0,0.0,0.0
2002-08-16 00:00:00+05:30,12.810487450389342,13.335507471580126,12.705483979484088,13.167500495910645,329959,0.0,0.0
2002-08-19 00:00:00+05:30,13.104498534943072,13.650518529455232,12.936491562273341,13.545515060424805,380885,0.0,0.0
2002-08-20 00:00:00+05:30,13.776523471161198,14.112536520593077,13.48251305290746,13.902527809143066,662703,0.0,0.0
2002-08-21 00:00:00+05:30,14.175542076356974,14.175542076356974,13.44051410038118,13.965534210205078,277827,0.0,0.0
2002-08-22 00:00:00+05:30,14.070534995234652,14.070534995234652,13.503513243353881,13.56651496887207,189859,0.0,0.0
2002-08-23 00:00:00+05:30,13.650518408082991,13.860526233164734,13.482513214683374,13.67151927947998,171919,0.0,0.0
2002-08-26 00:00:00+05:30,13.776522772829768,13.860525364263546,13.524512331864155,13.587515830993652,96891,0.0,0.0
2002-08-27 00:00:00+05:30,13.587517858592088,13.671520462561162,13.461512619306141,13.482514381408691,130388,0.0,0.0
2002-08-28 00:00:00+05:30,13.56651606463652,13.56651606463652,13.209502998607688,13.419510841369629,178874,0.0,0.0
2002-08-29 00:00:00+05:30,13.440511948643431,13.482513692927272,13.041496266835132,13.06249713897705,132889,0.0,0.0
2002-08-30 00:00:00+05:30,13.020494941685072,13.818525388648473,12.957492327451295,13.650518417358398,475193,0.0,0.0
