Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1996-01-01 00:00:00+05:30,9.268532352898069,9.318265830380023,9.207495592773821,9.302441596984863,52060684,0.0,0.0
1996-01-02 00:00:00+05:30,9.27983854331703,9.325050480372894,9.162285936987058,9.230104446411133,84371654,0.0,0.0
1996-01-03 00:00:00+05:30,9.381563338107789,9.80882068512547,9.279836203461842,9.30018138885498,104661939,0.0,0.0
1996-01-04 00:00:00+05:30,9.212018047453148,9.241405135978248,9.08994391143696,9.214278221130371,108450132,0.0,0.0
1996-01-05 00:00:00+05:30,9.178106555892994,9.178106555892994,9.07185788148728,9.150979042053223,83354233,0.0,0.0
1996-01-08 00:00:00+05:30,9.132896050918678,9.139677779468776,8.694336018863712,8.784760475158691,93487122,0.0,0.0
1996-01-09 00:00:00+05:30,8.524789659794857,8.680771829500094,8.239951630343343,8.531571388244629,194383277,0.0,0.0
1996-01-10 00:00:00+05:30,8.364284443982525,8.565479121740736,8.273859998618848,8.31229019165039,138303327,0.0,0.0
1996-01-11 00:00:00+05:30,8.228648732145704,8.61295434426035,8.217346052147146,8.57226276397705,204822863,0.0,0.0
1996-01-12 00:00:00+05:30,8.635561199164393,8.701118923745202,8.425323962647862,8.481839179992676,187343962,0.0,0.0
1996-01-15 00:00:00+05:30,8.456972400852369,8.499924159084514,8.34620214055265,8.393674850463867,99990769,0.0,0.0
1996-01-16 00:00:00+05:30,8.36428378632609,8.454708224579988,8.337156877537932,8.409496307373047,108623786,0.0,0.0
1996-01-17 00:00:00+05:30,8.364284369876637,8.375587651886974,8.00484676495652,8.074925422668457,149814950,0.0,0.0
1996-01-18 00:00:00+05:30,7.869212768025225,7.998067453941189,7.767484399194263,7.8511271476745605,188751405,0.0,0.0
1996-01-19 00:00:00+05:30,7.742616043260383,7.839822224419376,7.661233492224829,7.71322774887085,162267670,0.0,0.0
1996-01-22 00:00:00+05:30,7.738096850351416,7.946073336574624,7.7313145161482435,7.844345569610596,169306985,0.0,0.0
1996-01-23 00:00:00+05:30,7.871471119978168,7.905380367125135,7.098340164259311,7.512033462524414,177459651,0.0,0.0
1996-01-24 00:00:00+05:30,7.446476315866902,7.491688853804232,7.143553217447149,7.254323482513428,175592863,0.0,0.0
1996-01-25 00:00:00+05:30,7.238498107847527,7.270146577510777,6.906187364862963,6.94913911819458,180427885,0.0,0.0
1996-01-26 00:00:00+05:30,6.949139118194579,6.949139118194579,6.949139118194579,6.94913911819458,0,0.0,0.0
1996-01-29 00:00:00+05:30,6.917490521551977,7.5617668659397435,6.8745393690996455,7.496209144592285,326451143,0.0,0.0
1996-01-30 00:00:00+05:30,7.731313164972196,8.545136366135825,7.618282735104094,8.169873237609863,530968010,0.0,0.0
1996-01-31 00:00:00+05:30,8.093012601093129,8.39819646643417,7.787829339592306,7.9912848472595215,365780421,0.0,0.0
1996-02-01 00:00:00+05:30,7.912161009484015,8.364284443982525,7.889555049103111,8.31229019165039,320211479,0.0,0.0
1996-02-02 00:00:00+05:30,8.53383189177297,9.31374518581298,8.53383189177297,9.214278221130371,409362837,0.0,0.0
1996-02-05 00:00:00+05:30,9.720655445911769,10.181820785978283,9.42903571611201,9.980626106262207,611241274,0.0,0.0
1996-02-06 00:00:00+05:30,10.220253435469603,10.39884279079112,8.933962148511553,9.14419937133789,621157795,0.0,0.0
