Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-03-20 09:15:00+05:30,1573.6500244140625,1573.6500244140625,1566.3499755859375,1569.4000244140625,0,0.0,0.0
2024-03-20 09:20:00+05:30,1568.9000244140625,1570.0,1565.25,1568.4000244140625,63157,0.0,0.0
2024-03-20 09:25:00+05:30,1568.3499755859375,1568.699951171875,1561.6500244140625,1563.8499755859375,74806,0.0,0.0
2024-03-20 09:30:00+05:30,1563.449951171875,1566.300048828125,1563.25,1565.0,55959,0.0,0.0
2024-03-20 09:35:00+05:30,1565.1500244140625,1565.9000244140625,1563.0,1564.300048828125,38356,0.0,0.0
2024-03-20 09:40:00+05:30,1564.300048828125,1567.0999755859375,1563.0,1566.199951171875,55837,0.0,0.0
2024-03-20 09:45:00+05:30,1565.800048828125,1568.449951171875,1565.300048828125,1568.300048828125,41682,0.0,0.0
2024-03-20 09:50:00+05:30,1567.9000244140625,1570.0,1567.6500244140625,1568.75,52344,0.0,0.0
2024-03-20 09:55:00+05:30,1568.800048828125,1569.949951171875,1568.5999755859375,1569.3499755859375,40922,0.0,0.0
2024-03-20 10:00:00+05:30,1569.0999755859375,1570.0999755859375,1567.449951171875,1568.800048828125,64491,0.0,0.0
2024-03-20 10:05:00+05:30,1568.5999755859375,1569.449951171875,1566.199951171875,1567.8499755859375,35458,0.0,0.0
2024-03-20 10:10:00+05:30,1567.5999755859375,1568.550048828125,1565.3499755859375,1565.699951171875,24267,0.0,0.0
2024-03-20 10:15:00+05:30,1566.25,1567.6500244140625,1563.0,1563.0999755859375,43632,0.0,0.0
2024-03-20 10:20:00+05:30,1563.449951171875,1564.25,1559.75,1560.699951171875,87480,0.0,0.0
2024-03-20 10:25:00+05:30,1560.5,1564.5999755859375,1559.550048828125,1563.5999755859375,56069,0.0,0.0
2024-03-20 10:30:00+05:30,1563.4000244140625,1565.800048828125,1562.949951171875,1565.0,35097,0.0,0.0
2024-03-20 10:35:00+05:30,1565.0,1566.9000244140625,1564.4000244140625,1566.050048828125,27239,0.0,0.0
2024-03-20 10:40:00+05:30,1566.1500244140625,1567.550048828125,1564.25,1567.050048828125,31354,0.0,0.0
2024-03-20 10:45:00+05:30,1567.0,1567.949951171875,1566.1500244140625,1566.9000244140625,25141,0.0,0.0
2024-03-20 10:50:00+05:30,1567.0,1567.449951171875,1565.550048828125,1566.5,25534,0.0,0.0
2024-03-20 10:55:00+05:30,1566.5,1568.6500244140625,1565.9000244140625,1568.0,43086,0.0,0.0
2024-03-20 11:00:00+05:30,1568.0,1568.0999755859375,1565.1500244140625,1565.199951171875,39518,0.0,0.0
2024-03-20 11:05:00+05:30,1565.25,1565.8499755859375,1563.5,1565.300048828125,42528,0.0,0.0
2024-03-20 11:10:00+05:30,1565.3499755859375,1566.699951171875,1565.199951171875,1566.199951171875,22439,0.0,0.0
2024-03-20 11:15:00+05:30,1566.1500244140625,1566.199951171875,1566.0,1566.1500244140625,45768,0.0,0.0
2024-03-20 11:20:00+05:30,1566.1500244140625,1567.0,1566.0,1566.0,41875,0.0,0.0
2024-03-20 11:25:00+05:30,1566.0,1566.75,1566.0,1566.75,27662,0.0,0.0
2024-03-20 11:30:00+05:30,1566.75,1567.8499755859375,1566.300048828125,1567.0,52988,0.0,0.0
2024-03-20 11:35:00+05:30,1566.75,1567.5999755859375,1566.550048828125,1566.8499755859375,36257,0.0,0.0
2024-03-20 11:40:00+05:30,1567.0,1569.550048828125,1566.699951171875,1568.8499755859375,64633,0.0,0.0
2024-03-20 11:45:00+05:30,1569.1500244140625,1570.0,1568.9000244140625,1569.3499755859375,54045,0.0,0.0
2024-03-20 11:50:00+05:30,1569.300048828125,1570.0,1568.300048828125,1569.5999755859375,38785,0.0,0.0
2024-03-20 11:55:00+05:30,1569.6500244140625,1570.0,1568.5,1568.949951171875,36162,0.0,0.0
2024-03-20 12:00:00+05:30,1569.199951171875,1569.199951171875,1567.550048828125,1568.0,21525,0.0,0.0
2024-03-20 12:05:00+05:30,1568.0,1568.300048828125,1566.050048828125,1567.449951171875,21024,0.0,0.0
2024-03-20 12:10:00+05:30,1567.449951171875,1568.1500244140625,1566.0,1567.449951171875,111252,0.0,0.0
2024-03-20 12:15:00+05:30,1567.4000244140625,1569.5,1567.050048828125,1568.0999755859375,64296,0.0,0.0
2024-03-20 12:20:00+05:30,1568.5,1569.6500244140625,1567.5,1569.25,52406,0.0,0.0
2024-03-20 12:25:00+05:30,1569.5,1569.75,1568.0999755859375,1568.800048828125,28693,0.0,0.0
2024-03-20 12:30:00+05:30,1568.9000244140625,1568.9000244140625,1567.6500244140625,1568.0,24026,0.0,0.0
2024-03-20 12:35:00+05:30,1568.0,1568.4000244140625,1566.8499755859375,1567.0,29041,0.0,0.0
2024-03-20 12:40:00+05:30,1567.050048828125,1567.75,1565.199951171875,1565.199951171875,29125,0.0,0.0
2024-03-20 12:45:00+05:30,1565.199951171875,1565.75,1563.75,1565.0,37621,0.0,0.0
2024-03-20 12:50:00+05:30,1564.5999755859375,1565.449951171875,1564.050048828125,1564.699951171875,49892,0.0,0.0
2024-03-20 12:55:00+05:30,1564.800048828125,1565.0,1564.0,1564.0999755859375,34159,0.0,0.0
2024-03-20 13:00:00+05:30,1564.050048828125,1565.25,1564.0,1565.050048828125,36099,0.0,0.0
2024-03-20 13:05:00+05:30,1565.25,1566.800048828125,1565.0,1566.550048828125,47490,0.0,0.0
2024-03-20 13:10:00+05:30,1566.25,1567.0,1566.0,1566.449951171875,40509,0.0,0.0
2024-03-20 13:15:00+05:30,1566.9000244140625,1566.949951171875,1565.9000244140625,1566.0999755859375,39360,0.0,0.0
2024-03-20 13:20:00+05:30,1566.050048828125,1566.699951171875,1565.050048828125,1565.25,58815,0.0,0.0
2024-03-20 13:25:00+05:30,1565.4000244140625,1566.0999755859375,1564.4000244140625,1564.949951171875,73105,0.0,0.0
2024-03-20 13:30:00+05:30,1564.550048828125,1564.5999755859375,1558.0,1558.050048828125,83501,0.0,0.0
2024-03-20 13:35:00+05:30,1558.0,1559.3499755859375,1557.300048828125,1558.800048828125,45700,0.0,0.0
2024-03-20 13:40:00+05:30,1558.8499755859375,1560.25,1558.8499755859375,1559.550048828125,68827,0.0,0.0
2024-03-20 13:45:00+05:30,1559.550048828125,1559.949951171875,1556.0,1556.0,44613,0.0,0.0
2024-03-20 13:50:00+05:30,1556.3499755859375,1557.75,1555.300048828125,1556.949951171875,61278,0.0,0.0
2024-03-20 13:55:00+05:30,1556.949951171875,1556.949951171875,1553.8499755859375,1554.550048828125,64489,0.0,0.0
2024-03-20 14:00:00+05:30,1554.050048828125,1555.8499755859375,1553.449951171875,1555.550048828125,54711,0.0,0.0
2024-03-20 14:05:00+05:30,1555.0999755859375,1556.449951171875,1554.449951171875,1555.550048828125,45705,0.0,0.0
2024-03-20 14:10:00+05:30,1555.75,1556.6500244140625,1555.0,1556.050048828125,51365,0.0,0.0
2024-03-20 14:15:00+05:30,1555.800048828125,1558.699951171875,1555.6500244140625,1557.5999755859375,70204,0.0,0.0
2024-03-20 14:20:00+05:30,1557.800048828125,1558.3499755859375,1554.75,1556.050048828125,67773,0.0,0.0
2024-03-20 14:25:00+05:30,1556.0999755859375,1559.699951171875,1554.8499755859375,1556.0,165360,0.0,0.0
2024-03-20 14:30:00+05:30,1555.8499755859375,1556.0999755859375,1553.449951171875,1553.9000244140625,62608,0.0,0.0
2024-03-20 14:35:00+05:30,1553.949951171875,1555.5,1553.25,1553.949951171875,107348,0.0,0.0
2024-03-20 14:40:00+05:30,1554.5999755859375,1556.5999755859375,1554.199951171875,1555.800048828125,77289,0.0,0.0
2024-03-20 14:45:00+05:30,1555.949951171875,1556.5,1554.050048828125,1554.550048828125,81387,0.0,0.0
2024-03-20 14:50:00+05:30,1555.050048828125,1556.5,1554.0,1554.1500244140625,86842,0.0,0.0
2024-03-20 14:55:00+05:30,1554.199951171875,1554.949951171875,1552.3499755859375,1554.050048828125,80737,0.0,0.0
2024-03-20 15:00:00+05:30,1554.8499755859375,1556.800048828125,1553.75,1556.6500244140625,147213,0.0,0.0
2024-03-20 15:05:00+05:30,1556.5999755859375,1556.5999755859375,1554.25,1555.050048828125,202153,0.0,0.0
2024-03-20 15:10:00+05:30,1555.050048828125,1555.300048828125,1553.949951171875,1554.949951171875,151843,0.0,0.0
2024-03-20 15:15:00+05:30,1555.0,1555.300048828125,1554.5,1554.800048828125,176322,0.0,0.0
2024-03-20 15:20:00+05:30,1554.8499755859375,1555.4000244140625,1554.199951171875,1555.199951171875,167670,0.0,0.0
2024-03-20 15:25:00+05:30,1555.25,1556.0,1554.300048828125,1555.800048828125,134691,0.0,0.0
2024-03-21 09:15:00+05:30,1569.949951171875,1576.0,1566.550048828125,1567.199951171875,0,0.0,0.0
2024-03-21 09:20:00+05:30,1566.949951171875,1568.800048828125,1562.8499755859375,1563.0999755859375,393406,0.0,0.0
2024-03-21 09:25:00+05:30,1563.0,1565.0,1561.5,1561.75,148944,0.0,0.0
2024-03-21 09:30:00+05:30,1561.75,1563.4000244140625,1559.8499755859375,1560.0999755859375,277773,0.0,0.0
2024-03-21 09:35:00+05:30,1560.0,1562.5,1559.199951171875,1560.8499755859375,179185,0.0,0.0
2024-03-21 09:40:00+05:30,1560.5999755859375,1560.9000244140625,1556.5,1558.300048828125,151401,0.0,0.0
2024-03-21 09:45:00+05:30,1558.449951171875,1558.800048828125,1555.4000244140625,1556.199951171875,130200,0.0,0.0
2024-03-21 09:50:00+05:30,1556.6500244140625,1557.050048828125,1554.8499755859375,1555.800048828125,156357,0.0,0.0
2024-03-21 09:55:00+05:30,1556.25,1558.800048828125,1555.6500244140625,1557.0999755859375,79316,0.0,0.0
2024-03-21 10:00:00+05:30,1557.4000244140625,1560.5,1557.4000244140625,1560.25,100344,0.0,0.0
2024-03-21 10:05:00+05:30,1560.949951171875,1561.5999755859375,1559.0,1560.3499755859375,101489,0.0,0.0
2024-03-21 10:10:00+05:30,1561.0,1563.199951171875,1559.550048828125,1561.949951171875,129740,0.0,0.0
2024-03-21 10:15:00+05:30,1562.0,1562.0999755859375,1558.300048828125,1558.9000244140625,80848,0.0,0.0
2024-03-21 10:20:00+05:30,1558.949951171875,1559.699951171875,1557.6500244140625,1559.0,70979,0.0,0.0
2024-03-21 10:25:00+05:30,1558.5,1561.449951171875,1558.4000244140625,1561.4000244140625,70029,0.0,0.0
2024-03-21 10:30:00+05:30,1561.0,1562.0999755859375,1560.5,1560.949951171875,65406,0.0,0.0
2024-03-21 10:35:00+05:30,1560.550048828125,1561.75,1560.5,1560.949951171875,46390,0.0,0.0
2024-03-21 10:40:00+05:30,1561.0,1562.5,1560.800048828125,1562.050048828125,61110,0.0,0.0
2024-03-21 10:45:00+05:30,1562.449951171875,1563.949951171875,1561.8499755859375,1563.5,49134,0.0,0.0
2024-03-21 10:50:00+05:30,1563.4000244140625,1564.4000244140625,1562.5999755859375,1563.6500244140625,69581,0.0,0.0
