Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-03-20 09:15:00+05:30,2250.0,2264.25,2250.0,2261.64990234375,0,0.0,0.0
2024-03-20 09:20:00+05:30,2261.39990234375,2262.39990234375,2256.0,2259.10009765625,62986,0.0,0.0
2024-03-20 09:25:00+05:30,2259.14990234375,2265.449951171875,2258.39990234375,2260.699951171875,77101,0.0,0.0
2024-03-20 09:30:00+05:30,2260.699951171875,2261.949951171875,2256.35009765625,2258.050048828125,23704,0.0,0.0
2024-03-20 09:35:00+05:30,2258.050048828125,2258.39990234375,2254.050048828125,2254.550048828125,39288,0.0,0.0
2024-03-20 09:40:00+05:30,2254.60009765625,2256.449951171875,2250.199951171875,2250.949951171875,60573,0.0,0.0
2024-03-20 09:45:00+05:30,2250.949951171875,2255.0,2250.949951171875,2254.699951171875,23564,0.0,0.0
2024-03-20 09:50:00+05:30,2254.699951171875,2258.699951171875,2253.5,2254.5,54318,0.0,0.0
2024-03-20 09:55:00+05:30,2254.75,2255.0,2252.0,2252.699951171875,43026,0.0,0.0
2024-03-20 10:00:00+05:30,2252.75,2255.0,2251.35009765625,2253.25,31119,0.0,0.0
2024-03-20 10:05:00+05:30,2253.800048828125,2254.0,2251.5,2254.0,23815,0.0,0.0
2024-03-20 10:10:00+05:30,2255.0,2255.0,2252.300048828125,2252.89990234375,16097,0.0,0.0
2024-03-20 10:15:00+05:30,2252.89990234375,2253.0,2252.10009765625,2252.14990234375,12337,0.0,0.0
2024-03-20 10:20:00+05:30,2252.14990234375,2253.800048828125,2252.10009765625,2253.300048828125,14127,0.0,0.0
2024-03-20 10:25:00+05:30,2252.89990234375,2253.300048828125,2250.050048828125,2250.050048828125,17627,0.0,0.0
2024-03-20 10:30:00+05:30,2250.39990234375,2250.39990234375,2245.35009765625,2246.39990234375,41547,0.0,0.0
2024-03-20 10:35:00+05:30,2245.5,2249.949951171875,2245.39990234375,2248.5,24196,0.0,0.0
2024-03-20 10:40:00+05:30,2248.0,2248.0,2245.300048828125,2246.0,29998,0.0,0.0
2024-03-20 10:45:00+05:30,2246.0,2246.699951171875,2240.0,2242.800048828125,44042,0.0,0.0
2024-03-20 10:50:00+05:30,2242.5,2245.699951171875,2242.0,2244.449951171875,20117,0.0,0.0
2024-03-20 10:55:00+05:30,2244.449951171875,2248.050048828125,2244.0,2246.35009765625,30114,0.0,0.0
2024-03-20 11:00:00+05:30,2247.25,2248.550048828125,2245.0,2248.0,52397,0.0,0.0
2024-03-20 11:05:00+05:30,2248.10009765625,2256.0,2248.0,2256.0,37295,0.0,0.0
2024-03-20 11:10:00+05:30,2255.75,2260.800048828125,2255.75,2256.10009765625,25283,0.0,0.0
2024-03-20 11:15:00+05:30,2256.89990234375,2256.89990234375,2253.0,2253.199951171875,11150,0.0,0.0
2024-03-20 11:20:00+05:30,2253.199951171875,2253.199951171875,2249.89990234375,2249.89990234375,20697,0.0,0.0
2024-03-20 11:25:00+05:30,2250.0,2253.800048828125,2249.0,2252.39990234375,23875,0.0,0.0
2024-03-20 11:30:00+05:30,2252.449951171875,2253.14990234375,2250.60009765625,2252.300048828125,19240,0.0,0.0
2024-03-20 11:35:00+05:30,2252.25,2253.14990234375,2251.050048828125,2252.85009765625,22528,0.0,0.0
2024-03-20 11:40:00+05:30,2252.699951171875,2256.39990234375,2252.300048828125,2252.699951171875,31390,0.0,0.0
2024-03-20 11:45:00+05:30,2253.10009765625,2255.85009765625,2251.85009765625,2254.699951171875,52156,0.0,0.0
2024-03-20 11:50:00+05:30,2253.85009765625,2256.75,2253.14990234375,2253.85009765625,37604,0.0,0.0
2024-03-20 11:55:00+05:30,2253.85009765625,2255.199951171875,2250.14990234375,2251.5,33638,0.0,0.0
2024-03-20 12:00:00+05:30,2251.5,2252.0,2250.449951171875,2251.25,19420,0.0,0.0
2024-03-20 12:05:00+05:30,2251.949951171875,2252.0,2250.14990234375,2251.949951171875,19748,0.0,0.0
2024-03-20 12:10:00+05:30,2251.949951171875,2251.949951171875,2249.300048828125,2249.85009765625,28383,0.0,0.0
2024-03-20 12:15:00+05:30,2249.85009765625,2252.0,2249.0,2250.5,29018,0.0,0.0
2024-03-20 12:20:00+05:30,2250.5,2255.449951171875,2249.5,2253.10009765625,51327,0.0,0.0
2024-03-20 12:25:00+05:30,2253.10009765625,2255.0,2251.35009765625,2251.800048828125,23956,0.0,0.0
2024-03-20 12:30:00+05:30,2251.39990234375,2253.300048828125,2251.050048828125,2251.550048828125,23393,0.0,0.0
2024-03-20 12:35:00+05:30,2251.550048828125,2254.14990234375,2251.550048828125,2253.25,35817,0.0,0.0
2024-03-20 12:40:00+05:30,2253.050048828125,2255.0,2250.050048828125,2250.64990234375,66959,0.0,0.0
2024-03-20 12:45:00+05:30,2250.199951171875,2250.64990234375,2248.0,2248.10009765625,16795,0.0,0.0
2024-03-20 12:50:00+05:30,2246.300048828125,2249.10009765625,2246.0,2248.449951171875,46720,0.0,0.0
2024-03-20 12:55:00+05:30,2248.0,2251.0,2248.0,2250.5,35513,0.0,0.0
2024-03-20 13:00:00+05:30,2251.0,2252.14990234375,2249.800048828125,2250.35009765625,24909,0.0,0.0
2024-03-20 13:05:00+05:30,2250.25,2252.949951171875,2250.0,2251.75,32263,0.0,0.0
2024-03-20 13:10:00+05:30,2251.050048828125,2251.85009765625,2250.0,2251.25,26678,0.0,0.0
2024-03-20 13:15:00+05:30,2251.050048828125,2252.75,2250.0,2251.64990234375,26150,0.0,0.0
2024-03-20 13:20:00+05:30,2251.64990234375,2253.60009765625,2251.0,2251.39990234375,30712,0.0,0.0
2024-03-20 13:25:00+05:30,2251.5,2253.550048828125,2251.050048828125,2252.39990234375,29133,0.0,0.0
2024-03-20 13:30:00+05:30,2252.39990234375,2252.39990234375,2250.050048828125,2250.14990234375,23529,0.0,0.0
2024-03-20 13:35:00+05:30,2250.10009765625,2253.60009765625,2250.0,2251.449951171875,29093,0.0,0.0
2024-03-20 13:40:00+05:30,2251.39990234375,2253.0,2251.0,2251.14990234375,24524,0.0,0.0
2024-03-20 13:45:00+05:30,2251.14990234375,2254.89990234375,2251.10009765625,2253.449951171875,38581,0.0,0.0
2024-03-20 13:50:00+05:30,2253.64990234375,2257.0,2251.10009765625,2255.89990234375,30810,0.0,0.0
2024-03-20 13:55:00+05:30,2255.89990234375,2255.89990234375,2250.300048828125,2251.64990234375,37190,0.0,0.0
2024-03-20 14:00:00+05:30,2251.300048828125,2252.10009765625,2250.0,2250.5,26104,0.0,0.0
2024-03-20 14:05:00+05:30,2250.449951171875,2251.699951171875,2250.0,2250.0,29101,0.0,0.0
2024-03-20 14:10:00+05:30,2250.300048828125,2252.0,2247.0,2250.949951171875,66412,0.0,0.0
2024-03-20 14:15:00+05:30,2251.35009765625,2252.050048828125,2248.449951171875,2252.050048828125,24827,0.0,0.0
2024-03-20 14:20:00+05:30,2252.050048828125,2252.050048828125,2248.60009765625,2251.0,43877,0.0,0.0
2024-03-20 14:25:00+05:30,2251.39990234375,2252.85009765625,2250.35009765625,2251.60009765625,42827,0.0,0.0
2024-03-20 14:30:00+05:30,2251.60009765625,2252.5,2246.699951171875,2248.89990234375,49736,0.0,0.0
2024-03-20 14:35:00+05:30,2248.64990234375,2250.89990234375,2244.300048828125,2245.64990234375,49745,0.0,0.0
2024-03-20 14:40:00+05:30,2245.699951171875,2247.60009765625,2244.35009765625,2246.64990234375,36455,0.0,0.0
2024-03-20 14:45:00+05:30,2246.550048828125,2247.10009765625,2244.699951171875,2245.35009765625,38830,0.0,0.0
2024-03-20 14:50:00+05:30,2245.35009765625,2247.0,2244.0,2244.949951171875,54788,0.0,0.0
