Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1996-01-01 00:00:00+05:30,3.2362994145488018,3.2654550972972243,3.226580390212912,3.2557363510131836,985500,0.0,0.0
1996-01-02 00:00:00+05:30,3.187705986373513,3.2460176303830552,3.0840404707318574,3.132633924484253,7470000,0.0,0.0
1996-01-03 00:00:00+05:30,2.993333540397848,3.0639553669621282,2.9745441884202695,3.03220796585083,15160500,0.0,0.0
1996-01-04 00:00:00+05:30,3.032208686353807,3.1093096948313343,2.9998131387440545,3.089224338531494,12397500,0.0,0.0
1996-01-05 00:00:00+05:30,3.0892232038978293,3.077560877774201,3.0257281318568827,3.033503293991089,5008500,0.0,0.0
1996-01-08 00:00:00+05:30,3.0335039652514166,3.054884484131515,2.9220638427264367,2.9402053356170654,12645000,0.0,0.0
1996-01-09 00:00:00+05:30,2.940204714289903,2.979078857037442,2.905865596241864,2.932429552078247,8968500,0.0,0.0
1996-01-10 00:00:00+05:30,2.9324303179247018,2.980375912851875,2.9026264948442546,2.9227118492126465,2988000,0.0,0.0
1996-01-11 00:00:00+05:30,2.922712013737425,2.940853508553506,2.9091055450605166,2.9382615089416504,2227500,0.0,0.0
1996-01-12 00:00:00+05:30,2.938260570319766,2.9933331761040702,2.928542382216976,2.967416524887085,4806000,0.0,0.0
1996-01-15 00:00:00+05:30,2.967417545572958,2.9803761536905395,2.931782693996064,2.9356701374053955,2020500,0.0,0.0
1996-01-16 00:00:00+05:30,2.9356696725276845,2.9551068864963654,2.9155848758205294,2.9265987873077393,3082500,0.0,0.0
1996-01-17 00:00:00+05:30,2.926599103307168,2.9415012933527014,2.9168809123512682,2.9259512424468994,3078000,0.0,0.0
1996-01-18 00:00:00+05:30,2.9259506916351294,2.9142883641901207,2.8507932849549715,2.8896679878234863,5148000,0.0,0.0
1996-01-19 00:00:00+05:30,2.8896682426346,2.8961474066926556,2.6985354053885584,2.764622211456299,16128000,0.0,0.0
1996-01-22 00:00:00+05:30,2.7646228720321626,2.784707951749028,2.7089026595332175,2.745185375213623,3946500,0.0,0.0
